date,hod,mcount
2017-05-04 11:45:38,11,1
2017-05-04 11:45:08,11,1
2017-05-04 11:42:51,11,1
2017-05-04 11:41:54,11,1
2017-05-04 11:41:33,11,1
2017-05-04 11:40:49,11,1
2017-05-04 11:40:15,11,1
2017-05-04 11:39:14,11,1
2017-05-04 11:38:57,11,1
2017-05-04 11:38:33,11,1
2017-05-04 11:37:47,11,1
2017-05-04 11:37:35,11,1
2017-05-04 11:37:18,11,1
2017-05-04 11:36:52,11,1
2017-05-04 11:36:42,11,1
2017-05-04 11:36:22,11,1
2017-05-04 07:37:00,7,1
2017-05-04 06:49:30,6,1
2017-05-04 06:47:25,6,1
2017-05-04 06:46:41,6,1
2017-05-04 06:46:18,6,1
2017-05-04 06:44:55,6,1
2017-05-04 06:44:34,6,1
2017-05-03 18:33:31,18,1
2017-05-03 18:17:55,18,1
2017-05-03 08:43:00,8,1
2017-05-03 06:47:22,6,1
2017-05-03 06:38:40,6,1
2017-05-02 19:04:15,19,1
2017-05-02 19:03:51,19,1
2017-05-02 18:53:57,18,1
2017-05-01 19:31:16,19,1
2017-05-01 19:30:07,19,1
2017-05-01 19:27:28,19,1
2017-04-28 12:47:54,12,1
2017-04-28 11:16:44,11,1
2017-04-28 09:41:12,9,1
2017-04-27 22:12:27,22,1
2017-04-27 20:51:40,20,1
2017-04-27 20:32:54,20,1
2017-04-27 15:15:44,15,1
2017-04-27 11:33:15,11,1
2017-04-27 09:10:02,9,1
2017-04-27 09:09:37,9,1
2017-04-26 17:59:25,17,1
2017-04-26 08:59:44,8,1
2017-04-26 08:31:18,8,1
2017-04-25 18:01:11,18,1
2017-04-25 18:00:10,18,1
2017-04-25 17:34:32,17,1
2017-04-25 16:31:57,16,1
2017-04-24 06:48:11,6,1
2017-04-23 22:22:22,22,1
2017-04-23 21:59:58,21,1
2017-04-23 21:58:08,21,1
2017-04-22 14:59:39,14,1
2017-04-21 17:30:59,17,1
2017-04-21 17:09:54,17,1
2017-04-20 14:15:43,14,1
2017-04-19 13:28:52,13,1
2017-04-18 12:50:25,12,1
2017-04-17 20:00:43,20,1
2017-04-17 17:44:55,17,1
2017-04-15 10:12:09,10,1
2017-04-14 19:50:33,19,1
2017-04-14 18:23:58,18,1
2017-04-14 18:01:02,18,1
2017-04-14 18:00:19,18,1
2017-04-14 08:14:57,8,1
2017-04-13 07:53:17,7,1
2017-04-13 07:52:52,7,1
2017-04-12 09:06:45,9,1
2017-04-10 17:28:49,17,1
2017-04-09 19:55:37,19,1
2017-04-09 19:53:01,19,1
2017-04-09 19:44:38,19,1
2017-04-09 19:38:24,19,1
2017-04-09 15:41:19,15,1
2017-04-07 13:54:58,13,1
2017-04-06 19:47:58,19,1
2017-04-06 19:41:02,19,1
2017-04-06 19:37:17,19,1
2017-04-05 17:35:09,17,1
2017-04-05 14:11:54,14,1
2017-04-05 12:34:02,12,1
2017-04-04 13:40:57,13,1
2017-04-04 09:52:59,9,1
2017-04-04 09:36:35,9,1
2017-04-04 09:34:33,9,1
2017-04-04 07:28:08,7,1
2017-04-04 07:27:58,7,1
2017-04-04 07:26:15,7,1
2017-04-03 21:05:22,21,1
2017-04-03 20:57:57,20,1
2017-04-03 20:57:19,20,1
2017-04-03 20:55:14,20,1
2017-04-03 20:54:36,20,1
2017-04-03 12:06:35,12,1
2017-04-02 22:46:32,22,1
2017-04-02 22:38:42,22,1
2017-03-30 14:22:06,14,1
2017-03-30 14:11:02,14,1
2017-03-30 07:13:07,7,1
2017-03-29 09:40:44,9,1
2017-03-27 17:57:31,17,1
2017-03-25 09:52:36,9,1
2017-03-24 08:20:35,8,1
2017-03-23 23:20:31,23,1
2017-03-23 23:05:32,23,1
2017-03-23 10:53:05,10,1
2017-03-23 09:18:51,9,1
2017-03-23 08:02:43,8,1
2017-03-23 07:56:59,7,1
2017-03-22 10:30:52,10,1
2017-03-22 07:39:10,7,1
2017-03-21 19:10:28,19,1
2017-03-21 19:10:15,19,1
2017-03-20 19:36:53,19,1
2017-03-20 13:02:23,13,1
2017-03-19 16:25:38,16,1
2017-03-19 13:00:34,13,1
2017-03-17 14:54:38,14,1
2017-03-17 14:54:31,14,1
2017-03-17 13:59:48,13,1
2017-03-17 13:42:32,13,1
2017-03-17 13:02:37,13,1
2017-03-17 12:54:45,12,1
2017-03-17 12:47:52,12,1
2017-03-17 11:37:54,11,1
2017-03-17 08:32:14,8,1
2017-03-17 08:31:24,8,1
2017-03-16 21:38:18,21,1
2017-03-16 21:22:49,21,1
2017-03-16 17:48:13,17,1
2017-03-16 16:36:34,16,1
2017-03-16 16:29:40,16,1
2017-03-16 16:28:54,16,1
2017-03-15 17:39:10,17,1
2017-03-13 17:09:46,17,1
2017-03-13 17:06:43,17,1
2017-03-13 14:03:38,14,1
2017-03-13 14:01:52,14,1
2017-03-13 10:31:18,10,1
2017-03-12 10:41:22,10,1
2017-03-11 23:41:05,23,1
2017-03-11 22:37:57,22,1
2017-03-11 09:54:56,9,1
2017-03-10 16:29:12,16,1
2017-03-10 16:03:04,16,1
2017-03-09 07:46:46,7,1
2017-03-08 10:25:39,10,1
2017-03-08 10:22:22,10,1
2017-03-08 09:24:24,9,1
2017-03-08 09:23:41,9,1
2017-03-08 08:21:47,8,1
2017-03-08 07:41:22,7,1
2017-03-07 18:34:13,18,1
2017-03-07 15:56:53,15,1
2017-03-07 15:49:23,15,1
2017-03-06 13:45:33,13,1
2017-03-06 13:44:57,13,1
2017-03-06 07:06:21,7,1
2017-03-04 11:28:45,11,1
2017-03-03 13:57:17,13,1
2017-03-03 13:41:10,13,1
2017-03-03 13:28:32,13,1
2017-03-03 12:43:26,12,1
2017-03-03 12:18:57,12,1
2017-03-03 09:18:44,9,1
2017-03-03 09:14:43,9,1
2017-03-02 08:28:35,8,1
2017-03-01 09:28:48,9,1
2017-02-28 08:58:04,8,1
2017-02-27 10:40:54,10,1
2017-02-26 21:33:16,21,1
2017-02-26 17:35:04,17,1
2017-02-26 15:51:52,15,1
2017-02-25 20:12:16,20,1
2017-02-25 20:11:56,20,1
2017-02-21 14:40:07,14,1
2017-02-21 14:34:07,14,1
2017-02-21 12:37:17,12,1
2017-02-20 22:52:16,22,1
2017-02-20 18:05:54,18,1
2017-02-20 15:29:52,15,1
2017-02-17 13:25:14,13,1
2017-02-16 14:28:16,14,1
2017-02-16 10:29:19,10,1
2017-02-16 10:28:45,10,1
2017-02-15 19:53:26,19,1
2017-02-15 10:23:27,10,1
2017-02-15 09:37:33,9,1
2017-02-14 11:04:47,11,1
2017-02-14 08:51:47,8,1
2017-02-14 08:34:18,8,1
2017-02-13 12:02:04,12,1
2017-02-12 17:10:03,17,1
2017-02-12 17:09:34,17,1
2017-02-12 16:21:54,16,1
2017-02-11 23:24:05,23,1
2017-02-10 14:30:55,14,1
2017-02-10 11:47:53,11,1
2017-02-09 22:47:38,22,1
2017-02-09 22:22:26,22,1
2017-02-09 18:31:48,18,1
2017-02-09 17:04:14,17,1
2017-02-08 14:40:31,14,1
2017-02-08 14:22:12,14,1
2017-02-08 11:06:18,11,1
2017-02-03 10:36:41,10,1
2017-02-03 08:13:44,8,1
2017-02-03 00:07:34,0,1
2017-02-02 13:46:35,13,1
2017-02-01 10:13:11,10,1
2017-01-30 21:30:28,21,1
2017-01-30 16:09:55,16,1
2017-01-30 16:07:53,16,1
2017-01-26 16:35:57,16,1
2017-01-26 15:30:45,15,1
2017-01-26 10:55:37,10,1
2017-01-26 10:55:21,10,1
2017-01-25 14:56:06,14,1
2017-01-25 14:43:09,14,1
2017-01-25 14:40:16,14,1
2017-01-25 14:39:29,14,1
2017-01-25 09:12:36,9,1
2017-01-24 18:55:58,18,1
2017-01-24 09:24:32,9,1
2017-01-23 21:55:57,21,1
2017-01-23 21:55:16,21,1
2017-01-23 14:51:26,14,1
2017-01-23 06:58:20,6,1
2017-01-19 09:06:18,9,1
2017-01-17 21:58:12,21,1
2017-01-17 19:22:51,19,1
2017-01-17 14:16:13,14,1
2017-01-16 14:59:17,14,1
2017-01-16 12:49:22,12,1
2017-01-15 21:46:37,21,1
2017-01-14 16:07:36,16,1
2017-01-14 16:06:58,16,1
2017-01-14 16:05:39,16,1
2017-01-14 11:54:13,11,1
2017-01-14 00:02:02,0,1
2017-01-13 16:47:39,16,1
2017-01-13 13:39:39,13,1
2017-01-12 17:04:15,17,1
2017-01-12 09:16:03,9,1
2017-01-11 16:10:29,16,1
2017-01-11 15:56:30,15,1
2017-01-11 15:43:30,15,1
2017-01-11 12:51:10,12,1
2017-01-11 12:31:36,12,1
2017-01-11 12:16:53,12,1
2017-01-11 09:45:41,9,1
2017-01-11 08:53:17,8,1
2017-01-10 14:00:43,14,1
2017-01-10 12:42:32,12,1
2017-01-10 10:07:02,10,1
2017-01-10 08:10:36,8,1
2017-01-09 14:30:44,14,1
2017-01-09 10:29:49,10,1
2017-01-08 14:30:48,14,1
2017-01-06 13:01:56,13,1
2017-01-05 22:56:25,22,1
2017-01-05 12:16:50,12,1
2017-01-04 17:02:07,17,1
2017-01-03 09:51:54,9,1
2017-01-02 21:22:26,21,1
2017-01-02 20:09:21,20,1
2017-01-02 20:03:27,20,1
2017-01-02 19:14:41,19,1
2017-01-02 17:44:50,17,1
2017-01-02 17:44:25,17,1
2017-01-01 23:09:42,23,1
2017-01-01 22:19:34,22,1
2017-01-01 22:02:15,22,1
2016-12-30 18:23:47,18,1
2016-12-28 21:48:12,21,1
2016-12-28 17:41:32,17,1
2016-12-27 17:14:27,17,1
2016-12-27 17:11:55,17,1
2016-12-27 17:07:44,17,1
2016-12-21 19:37:07,19,1
2016-12-19 17:51:32,17,1
2016-12-19 17:43:27,17,1
2016-12-16 12:58:02,12,1
2016-12-16 10:37:50,10,1
2016-12-16 10:37:19,10,1
2016-12-14 21:04:07,21,1
2016-12-14 11:10:13,11,1
2016-12-13 12:14:33,12,1
2016-12-13 11:36:40,11,1
2016-12-13 09:22:03,9,1
2016-12-13 09:02:34,9,1
2016-12-13 08:53:31,8,1
2016-12-13 08:49:58,8,1
2016-12-13 08:49:42,8,1
2016-12-13 08:49:07,8,1
2016-12-13 08:48:43,8,1
2016-12-13 08:48:19,8,1
2016-12-13 08:48:01,8,1
2016-12-13 08:45:40,8,1
2016-12-13 08:28:56,8,1
2016-12-13 08:22:50,8,1
2016-12-13 08:18:43,8,1
2016-12-12 14:02:08,14,1
2016-12-12 08:42:04,8,1
2016-12-10 21:14:07,21,1
2016-12-09 13:25:58,13,1
2016-12-08 22:50:16,22,1
2016-12-08 18:12:19,18,1
2016-12-07 18:17:16,18,1
2016-12-05 16:08:54,16,1
2016-12-05 15:58:32,15,1
2016-12-05 13:20:34,13,1
2016-12-05 13:09:22,13,1
2016-12-05 13:06:35,13,1
2016-12-05 09:35:56,9,1
2016-12-05 09:13:31,9,1
2016-12-05 09:05:40,9,1
2016-12-04 18:15:56,18,1
2016-12-04 15:22:23,15,1
2016-12-03 11:43:54,11,1
2016-12-03 01:02:34,1,1
2016-12-02 22:28:20,22,1
2016-12-02 12:06:25,12,1
2016-12-01 10:36:38,10,1
2016-12-01 09:45:09,9,1
2016-11-30 09:26:56,9,1
2016-11-28 13:41:35,13,1
2016-11-28 13:36:03,13,1
2016-11-28 12:55:16,12,1
2016-11-28 09:00:29,9,1
2016-11-28 08:07:43,8,1
2016-11-28 07:21:38,7,1
2016-11-28 06:08:13,6,1
2016-11-28 06:07:36,6,1
2016-11-27 17:31:30,17,1
2016-11-27 17:22:41,17,1
2016-11-27 17:00:34,17,1
2016-11-27 16:49:16,16,1
2016-11-26 10:26:01,10,1
2016-11-25 13:19:25,13,1
2016-11-25 09:53:13,9,1
2016-11-25 09:12:12,9,1
2016-11-25 09:09:47,9,1
2016-11-25 09:04:49,9,1
2016-11-23 17:43:59,17,1
2016-11-23 02:05:01,2,1
2016-11-23 00:48:09,0,1
2016-11-22 15:40:08,15,1
2016-11-22 15:38:38,15,1
2016-11-22 15:38:10,15,1
2016-11-22 13:33:17,13,1
2016-11-22 13:33:11,13,1
2016-11-22 13:22:41,13,1
2016-11-22 11:39:17,11,1
2016-11-22 07:41:46,7,1
2016-11-21 22:15:40,22,1
2016-11-21 21:21:47,21,1
2016-11-21 21:03:44,21,1
2016-11-21 19:55:52,19,1
2016-11-21 19:54:41,19,1
2016-11-21 18:27:51,18,1
2016-11-21 18:24:52,18,1
2016-11-21 18:04:13,18,1
2016-11-21 17:42:05,17,1
2016-11-21 17:31:38,17,1
2016-11-21 17:23:28,17,1
2016-11-21 16:49:31,16,1
2016-11-21 16:49:13,16,1
2016-11-21 16:48:52,16,1
2016-11-21 16:48:17,16,1
2016-11-21 11:58:06,11,1
2016-11-19 10:41:20,10,1
2016-11-18 16:23:02,16,1
2016-11-18 16:20:45,16,1
2016-11-17 19:00:30,19,1
2016-11-17 16:05:32,16,1
2016-11-15 17:11:07,17,1
2016-11-14 22:12:24,22,1
2016-11-11 13:28:56,13,1
2016-11-11 13:27:56,13,1
2016-11-11 00:17:30,0,1
2016-11-10 23:53:47,23,1
2016-11-10 22:37:35,22,1
2016-11-10 22:37:17,22,1
2016-11-10 22:35:41,22,1
2016-11-10 22:35:28,22,1
2016-11-09 18:37:25,18,1
2016-11-09 18:14:29,18,1
2016-11-09 17:52:15,17,1
2016-11-09 08:50:38,8,1
2016-11-09 08:37:50,8,1
2016-11-08 18:19:58,18,1
2016-11-08 18:16:48,18,1
2016-11-08 17:32:59,17,1
2016-11-08 17:32:02,17,1
2016-11-08 10:18:09,10,1
2016-11-08 09:12:39,9,1
2016-11-08 09:08:30,9,1
2016-11-08 09:05:23,9,1
2016-11-08 08:08:43,8,1
2016-11-08 07:44:24,7,1
2016-11-08 07:40:53,7,1
2016-11-08 07:38:45,7,1
2016-11-08 07:32:40,7,1
2016-11-08 07:23:58,7,1
2016-11-07 20:25:02,20,1
2016-11-07 20:22:09,20,1
2016-11-07 11:48:29,11,1
2016-11-07 08:21:14,8,1
2016-11-04 13:10:00,13,1
2016-11-04 12:34:00,12,1
2016-11-04 12:32:19,12,1
2016-11-04 12:31:32,12,1
2016-11-04 12:31:04,12,1
2016-11-04 12:30:19,12,1
2016-11-04 12:00:58,12,1
2016-11-04 12:00:41,12,1
2016-11-03 22:48:12,22,1
2016-11-03 22:30:28,22,1
2016-11-03 22:28:42,22,1
2016-11-03 19:27:32,19,1
2016-11-03 19:23:27,19,1
2016-11-03 19:22:00,19,1
2016-11-03 19:16:20,19,1
2016-11-03 19:14:25,19,1
2016-11-03 19:14:16,19,1
2016-11-03 19:13:35,19,1
2016-11-03 19:04:30,19,1
2016-11-03 19:04:23,19,1
2016-11-03 19:03:21,19,1
2016-11-03 19:01:11,19,1
2016-11-03 17:38:18,17,1
2016-11-03 17:37:47,17,1
2016-11-03 15:16:33,15,1
2016-11-03 15:11:57,15,1
2016-11-03 13:58:41,13,1
2016-11-03 13:12:45,13,1
2016-11-03 13:05:21,13,1
2016-11-03 13:04:24,13,1
2016-11-03 13:04:02,13,1
2016-11-03 13:03:37,13,1
2016-11-03 12:37:49,12,1
2016-11-03 12:33:00,12,1
2016-11-02 17:25:37,17,1
2016-11-02 16:27:01,16,1
2016-11-02 15:13:07,15,1
2016-11-02 15:10:18,15,1
2016-11-01 23:42:51,23,1
2016-11-01 09:03:00,9,1
2016-10-31 17:09:43,17,1
2016-10-30 22:08:55,22,1
2016-10-30 22:08:35,22,1
2016-10-30 16:25:03,16,1
2016-10-30 10:12:24,10,1
2016-10-28 20:36:08,20,1
2016-10-28 17:18:36,17,1
2016-10-28 14:41:08,14,1
2016-10-28 14:08:42,14,1
2016-10-28 13:15:35,13,1
2016-10-28 13:15:04,13,1
2016-10-28 13:14:07,13,1
2016-10-28 12:45:58,12,1
2016-10-28 10:49:47,10,1
2016-10-28 10:45:46,10,1
2016-10-28 10:43:46,10,1
2016-10-28 10:32:29,10,1
2016-10-28 08:33:45,8,1
2016-10-28 08:31:02,8,1
2016-10-28 08:28:24,8,1
2016-10-28 08:27:50,8,1
2016-10-28 08:19:35,8,1
2016-10-25 18:35:38,18,1
2016-10-25 13:00:30,13,1
2016-10-25 12:37:47,12,1
2016-10-25 12:16:08,12,1
2016-10-24 23:42:46,23,1
2016-10-24 16:48:15,16,1
2016-10-24 16:43:23,16,1
2016-10-24 16:43:20,16,1
2016-10-24 16:40:48,16,1
2016-10-24 16:40:38,16,1
2016-10-24 16:17:25,16,1
2016-10-24 16:13:06,16,1
2016-10-21 12:10:47,12,1
2016-10-21 12:05:58,12,1
2016-10-19 17:19:00,17,1
2016-10-19 14:51:18,14,1
2016-10-19 14:36:48,14,1
2016-10-19 13:49:44,13,1
2016-10-18 21:20:12,21,1
2016-10-18 20:47:18,20,1
2016-10-18 18:46:14,18,1
2016-10-18 15:31:47,15,1
2016-10-18 13:45:31,13,1
2016-10-18 13:20:56,13,1
2016-10-18 10:39:13,10,1
2016-10-18 10:35:16,10,1
2016-10-18 09:35:41,9,1
2016-10-18 09:34:57,9,1
2016-10-17 20:15:04,20,1
2016-10-17 20:12:02,20,1
2016-10-17 20:11:21,20,1
2016-10-17 20:10:00,20,1
2016-10-17 19:24:42,19,1
2016-10-17 19:16:44,19,1
2016-10-17 13:52:07,13,1
2016-10-17 09:27:48,9,1
2016-10-16 08:54:24,8,1
2016-10-16 08:40:28,8,1
2016-10-16 08:38:42,8,1
2016-10-16 08:07:10,8,1
2016-10-15 21:46:06,21,1
2016-10-15 17:48:19,17,1
2016-10-15 13:01:11,13,1
2016-10-15 12:36:31,12,1
2016-10-15 12:13:32,12,1
2016-10-15 12:10:00,12,1
2016-10-14 11:23:01,11,1
2016-10-14 06:15:09,6,1
2016-10-13 20:17:55,20,1
2016-10-13 19:02:38,19,1
2016-10-13 18:58:39,18,1
2016-10-13 18:55:36,18,1
2016-10-12 17:51:14,17,1
2016-10-12 17:48:58,17,1
2016-10-12 17:45:31,17,1
2016-10-12 17:45:16,17,1
2016-10-11 17:57:19,17,1
2016-10-11 17:53:53,17,1
2016-10-11 17:52:00,17,1
2016-10-11 15:26:54,15,1
2016-10-11 15:01:12,15,1
2016-10-11 14:26:22,14,1
2016-10-10 12:24:00,12,1
2016-10-10 12:09:32,12,1
2016-10-10 09:27:18,9,1
2016-10-10 07:53:37,7,1
2016-10-10 07:53:28,7,1
2016-10-10 07:52:50,7,1
2016-10-10 07:50:10,7,1
2016-10-10 06:54:36,6,1
2016-10-09 18:29:08,18,1
2016-10-07 13:22:37,13,1
2016-10-07 13:09:12,13,1
2016-10-06 16:17:13,16,1
2016-10-06 15:16:29,15,1
2016-10-05 22:36:06,22,1
2016-10-05 20:48:45,20,1
2016-10-05 16:18:27,16,1
2016-10-05 08:25:41,8,1
2016-10-05 08:10:33,8,1
2016-10-05 07:33:06,7,1
2016-10-05 07:29:28,7,1
2016-10-05 07:24:51,7,1
2016-10-05 07:24:02,7,1
2016-10-05 07:14:22,7,1
2016-10-05 07:05:02,7,1
2016-10-04 14:55:55,14,1
2016-10-04 14:51:00,14,1
2016-10-04 14:50:45,14,1
2016-10-03 14:18:56,14,1
2016-10-03 14:16:36,14,1
2016-10-03 14:15:50,14,1
2016-10-03 14:10:15,14,1
2016-10-03 14:01:27,14,1
2016-10-03 13:53:25,13,1
2016-10-03 13:34:46,13,1
2016-10-03 12:21:24,12,1
2016-10-03 08:53:58,8,1
2016-10-01 23:45:06,23,1
2016-10-01 12:47:20,12,1
2016-10-01 12:46:58,12,1
2016-09-29 18:22:29,18,1
2016-09-29 13:38:31,13,1
2016-09-28 08:59:57,8,1
2016-09-28 08:59:49,8,1
2016-09-28 08:08:40,8,1
2016-09-27 15:28:37,15,1
2016-09-27 13:06:26,13,1
2016-09-27 09:05:25,9,1
2016-09-27 07:59:42,7,1
2016-09-27 07:31:07,7,1
2016-09-27 07:26:58,7,1
2016-09-27 07:25:57,7,1
2016-09-27 07:24:52,7,1
2016-09-27 07:24:33,7,1
2016-09-25 12:52:22,12,1
2016-09-25 12:50:20,12,1
2016-09-24 20:40:41,20,1
2016-09-24 18:33:38,18,1
2016-09-24 18:33:25,18,1
2016-09-24 17:59:19,17,1
2016-09-23 16:39:41,16,1
2016-09-23 16:31:52,16,1
2016-09-23 16:24:42,16,1
2016-09-23 16:10:39,16,1
2016-09-23 16:10:27,16,1
2016-09-23 16:09:40,16,1
2016-09-23 15:53:52,15,1
2016-09-23 10:53:38,10,1
2016-09-23 08:38:18,8,1
2016-09-23 07:52:17,7,1
2016-09-22 21:19:45,21,1
2016-09-22 21:19:21,21,1
2016-09-22 21:08:12,21,1
2016-09-22 21:07:49,21,1
2016-09-20 18:56:24,18,1
2016-09-20 18:56:24,18,1
2016-09-17 11:00:24,11,1
2016-09-17 09:47:14,9,1
2016-09-17 01:32:13,1,1
2016-09-17 01:14:37,1,1
2016-09-17 01:00:55,1,1
2016-09-17 00:49:49,0,1
2016-09-17 00:30:33,0,1
2016-09-17 00:29:06,0,1
2016-09-16 23:35:54,23,1
2016-09-14 14:31:52,14,1
2016-09-12 15:54:56,15,1
2016-09-09 22:52:49,22,1
2016-09-09 12:34:52,12,1
2016-09-09 12:30:21,12,1
2016-09-09 12:12:42,12,1
2016-09-09 11:54:08,11,1
2016-09-08 23:15:04,23,1
2016-09-08 18:58:33,18,1
2016-09-08 16:24:26,16,1
2016-09-08 15:16:24,15,1
2016-09-08 15:11:53,15,1
2016-09-08 15:11:25,15,1
2016-09-08 15:09:54,15,1
2016-09-08 14:58:33,14,1
2016-09-08 12:29:20,12,1
2016-09-08 11:52:15,11,1
2016-09-06 11:35:33,11,1
2016-09-05 21:13:20,21,1
2016-09-05 20:54:27,20,1
2016-09-05 20:49:54,20,1
2016-09-05 20:48:13,20,1
2016-09-05 20:34:06,20,1
2016-09-05 16:35:46,16,1
2016-09-05 14:27:11,14,1
2016-09-05 13:47:31,13,1
2016-09-05 13:42:12,13,1
2016-09-05 13:40:48,13,1
2016-09-05 13:37:34,13,1
2016-09-05 13:35:34,13,1
2016-09-05 13:34:37,13,1
2016-09-05 13:32:38,13,1
2016-09-05 13:24:34,13,1
2016-09-05 11:38:24,11,1
2016-09-05 11:37:13,11,1
2016-09-05 08:54:49,8,1
2016-09-04 19:42:49,19,1
2016-09-04 19:04:26,19,1
2016-09-04 10:53:43,10,1
2016-09-02 14:12:15,14,1
2016-09-02 08:31:41,8,1
2016-09-01 16:04:17,16,1
2016-09-01 15:12:39,15,1
2016-08-30 20:01:12,20,1
2016-08-30 19:31:17,19,1
2016-08-30 19:29:22,19,1
2016-08-30 17:22:51,17,1
2016-08-30 17:21:47,17,1
2016-08-30 17:20:08,17,1
2016-08-30 14:00:06,14,1
2016-08-30 12:29:24,12,1
2016-08-28 10:51:35,10,1
2016-08-28 10:18:23,10,1
2016-08-28 10:17:57,10,1
2016-08-27 21:09:32,21,1
2016-08-26 15:04:29,15,1
2016-08-26 13:54:46,13,1
2016-08-25 08:47:06,8,1
2016-08-25 08:14:02,8,1
2016-08-25 08:13:35,8,1
2016-08-22 13:03:07,13,1
2016-08-22 13:02:22,13,1
2016-08-22 12:59:01,12,1
2016-08-22 12:58:10,12,1
2016-08-22 12:48:27,12,1
2016-08-20 07:03:39,7,1
2016-08-19 15:48:54,15,1
2016-08-16 21:41:12,21,1
2016-08-12 20:53:17,20,1
2016-08-01 14:15:50,14,1
2016-07-30 09:39:57,9,1
2016-07-29 16:39:11,16,1
2016-07-27 22:18:35,22,1
2016-07-26 20:24:30,20,1
2016-07-26 17:58:09,17,1
2016-07-26 17:56:47,17,1
2016-07-25 23:14:51,23,1
2016-07-25 20:44:36,20,1
2016-07-24 18:45:43,18,1
2016-07-24 14:21:13,14,1
2016-07-17 20:44:27,20,1
2016-07-17 20:41:20,20,1
2016-07-17 20:17:21,20,1
2016-07-17 20:13:47,20,1
2016-07-17 13:39:57,13,1
2016-07-12 18:21:27,18,1
2016-07-12 17:46:54,17,1
2016-07-12 17:13:22,17,1
2016-07-12 17:10:28,17,1
2016-07-11 21:23:15,21,1
2016-07-11 19:35:58,19,1
2016-07-11 19:30:57,19,1
2016-07-11 19:27:00,19,1
2016-07-10 10:48:56,10,1
2016-07-10 08:14:24,8,1
2016-07-07 06:43:19,6,1
2016-07-06 18:10:20,18,1
2016-07-06 18:07:52,18,1
2016-07-06 18:04:35,18,1
2016-07-06 18:03:54,18,1
2016-07-06 17:53:02,17,1
2016-07-05 18:48:20,18,1
2016-07-04 15:48:57,15,1
2016-07-04 15:48:47,15,1
2016-07-04 15:47:40,15,1
2016-07-04 15:47:20,15,1
2016-07-04 12:16:19,12,1
2016-07-03 18:23:59,18,1
2016-07-01 17:39:55,17,1
2016-06-29 10:10:34,10,1
2016-06-29 07:20:27,7,1
2016-06-26 20:26:35,20,1
2016-06-26 09:38:07,9,1
2016-06-26 09:27:42,9,1
2016-06-25 17:26:28,17,1
2016-06-24 19:01:03,19,1
2016-06-22 16:00:26,16,1
2016-06-19 12:04:01,12,1
2016-06-19 09:58:11,9,1
2016-06-18 20:34:50,20,1
2016-06-18 18:57:28,18,1
2016-06-17 18:37:44,18,1
2016-06-12 20:51:58,20,1
2016-06-12 08:30:40,8,1
2016-06-09 15:47:28,15,1
2016-06-09 15:40:52,15,1
2016-06-09 15:40:24,15,1
2016-06-09 15:39:28,15,1
2016-06-09 13:55:57,13,1
2016-06-09 10:07:23,10,1
2016-06-09 09:47:32,9,1
2016-06-09 09:05:50,9,1
2016-06-09 08:30:42,8,1
2016-06-09 07:28:05,7,1
2016-06-09 07:27:33,7,1
2016-06-08 15:36:12,15,1
2016-06-08 15:35:21,15,1
2016-06-08 15:35:02,15,1
2016-06-08 11:02:24,11,1
2016-06-08 09:41:00,9,1
2016-06-08 09:32:55,9,1
2016-06-08 09:04:11,9,1
2016-06-08 09:01:48,9,1
2016-06-08 08:55:38,8,1
2016-06-07 21:03:03,21,1
2016-06-07 14:20:59,14,1
2016-06-07 12:17:20,12,1
2016-06-07 12:13:39,12,1
2016-06-06 08:28:50,8,1
2016-06-06 08:26:13,8,1
2016-06-05 10:20:01,10,1
2016-06-04 09:08:31,9,1
2016-06-02 15:07:26,15,1
2016-05-31 05:32:49,5,1
2016-05-30 18:48:10,18,1
2016-05-30 18:39:50,18,1
2016-05-30 18:36:07,18,1
2016-05-30 17:03:32,17,1
2016-05-29 18:37:35,18,1
2016-05-28 22:45:21,22,1
2016-05-27 16:13:28,16,1
2016-05-27 16:07:02,16,1
2016-05-26 21:59:34,21,1
2016-05-26 20:40:41,20,1
2016-05-21 16:29:57,16,1
2016-05-21 12:56:28,12,1
2016-05-21 07:40:08,7,1
2016-05-20 14:53:48,14,1
2016-05-20 14:28:34,14,1
2016-05-20 13:58:09,13,1
2016-05-20 13:22:33,13,1
2016-05-20 08:25:39,8,1
2016-05-20 08:01:08,8,1
2016-05-19 19:50:06,19,1
2016-05-19 14:10:44,14,1
2016-05-19 13:54:53,13,1
2016-05-19 12:03:41,12,1
2016-05-19 11:50:47,11,1
2016-05-19 08:41:52,8,1
2016-05-19 08:32:14,8,1
2016-05-19 08:02:08,8,1
2016-05-19 07:55:42,7,1
2016-05-18 18:51:58,18,1
2016-05-18 14:47:43,14,1
2016-05-18 13:37:20,13,1
2016-05-18 13:32:02,13,1
2016-05-18 12:49:41,12,1
2016-05-18 09:40:48,9,1
2016-05-18 09:18:53,9,1
2016-05-18 09:17:19,9,1
2016-05-18 09:09:34,9,1
2016-05-18 08:49:55,8,1
2016-05-18 08:35:27,8,1
2016-05-18 07:51:29,7,1
2016-05-17 13:55:55,13,1
2016-05-17 13:42:35,13,1
2016-05-17 13:42:12,13,1
2016-05-17 11:16:21,11,1
2016-05-17 09:55:39,9,1
2016-05-17 09:46:16,9,1
2016-05-17 09:39:30,9,1
2016-05-17 09:39:09,9,1
